标题,关键字
基于GRAPPLE和XP开发过程的中小型企业信息化设计和开发模式研究,"['软件工程', 'GRAPPLE', 'XP', '信息化', 'JAVAEE JSH']"
基于StrutsSpringHibernate的高校学生管理系统的设计与实现,"['学生管理系统', 'B/S结构', 'JavaEE框架技术', 'Struts+Spring+Hibernate框架']"
基于J2EE的房地产信息管理系统设计与实现,"['房地产', 'J2EE', 'SSH']"
电信CRM项目码号管理子系统的设计与实现,"['码号管理系统', '客户关系管理', 'J2EE平台', 'SSH框架', 'SOA架构']"
基于知识点的课件管理系统的设计与实现,"['知识点', '开源框架', 'MVC', '课件管理']"
房地产管理信息系统的设计与实现,"['房地产', '管理信息系统', 'Struts', 'Spring', 'iBATIS']"
面向服务的构件动态演化方法及其实现,"['构件', '动态演化', '面向服务', 'Spring框架']"
基于S2SH的飞行器试验数据处理系统设计与实现,"['试验数据管理系统', '轻量级J2EE', 'S2SH框架', '工作流管理', '权限安全管理']"
企业运营监控系统中销售管理子系统的设计与实现,"['运营监控', '销售管理', 'J2EE', 'SSH']"
视频彩票游戏中账户管理系统的设计与实现,"['视频彩票游戏', '账户管理', 'Spring框架', 'Flex', '二次提交-确认']"
基于SOA的设备管理信息系统平台的研究与实现,"['设备管理', '面向服务架构', '设备管理信息系统', '统一建模语言', 'SPRING']"
基于元启发式算法的学生信息管理系统的设计与实现,"['常态分班', '模拟退火算法', '微正则退火算法', 'Spring', 'Hibernat', 'Flex']"
基于J2EE和工作流的公文流转系统的设计与实现,"['jBPM', 'Petri网', '公文流转', '公文传阅', '公文会签']"
基于SSH框架技术的教学管理平台的研究与实现,"['Web应用', 'SSH集成框架', 'MVC']"
J2EE技术在开发ERP财务核算管理系统的应用初探,"['J:2EE', 'ERP财务管理', '体系结构']"
基于J2EE框架的高校课程设置系统,"['轻量级', 'Spring框架', 'Hibernate框架', 'Struts框架', '课程设置']"
基于JAVAEE的轻量级框架应用研究,"['JAVA', 'EJB', '轻量级框架', 'SSH', '毕业设计管理系统']"
基于J2EE的热电厂生产班组管理系统的开发,"['J2EE', 'MVC设计模式', '生产班组', '管理系统']"
基于Spring与DI的项目开发研究与实现,"['Spring', 'DI', '项目开发']"
Spring框架技术在短信群发平台中的应用,"['Spring', '技术', '应用']"
基于Spring框架的网上调停补课申请系统的设计与实现,"['Spring框架', 'MVC', 'B/S', '调(停补)课申请系统']"
基于SSH框架的在线项目管理平台的设计与实现,"['Struts', 'Spring', 'Hibernate', '框架', '项目管理']"
基于J2EE框架构建网上信息管理系统,"['网上信息管理', 'J2EE', 'Struts框架', 'Spring框架', 'Hibernate框架']"
基于Spring框架的IOC模式在在线项目管理平台中的实现,"['IOC', 'Spring', '设值注入']"
基于SOA的电信综合定单处理子系统的设计,"['SOA', '系统架构', '业务', '服务组件', '接口']"
基于J2EE与Ajax的Web应用架构设计,"['Ajax技术', 'J2EE平台', 'Web应用', '架构设计']"
Spring框架技术在软件自动化测试中的应用,"['软件自动化测试', 'MVC', 'Spring']"
基于Dojo Widget的IBM外包员工报销系统设计与实现,"['财务报销', '组件', 'Dojo', 'CXF', 'Spring', 'Hibernate']"
四川职业技术学院科研管理评价的系统设计与实现,"['SSH', 'DWR', '框架', '科研管理']"
Spring框架研究与应用,"['Spring框架', '控制反转', '面向方面编程', '银行合规风险管理系统']"
船舶票务系统的设计与实现,"['B/S模式', 'Java EE平台', 'SSH框架']"
油田联合站优化仿真系统开发,"['油田联合站优化', '油田联合站仿真', 'SVG', 'AJAX']"
基于NetFlow的流量监控系统的设计与实现,"['网络管理', '流量监控', 'NetFlow', 'P2P', 'C5.0']"
基于轻量级Java EE架构的教师考核系统的设计与实现,"['轻量级', 'Struts2框架', 'Spring框架', 'Hibernate框架', '教师考核系统']"
新疆高职院校网上评教系统的设计与实现,"['教学评教管理系统', '评分统计', '评分管理', 'J2EE']"
基于Spring框架的MVC控制器的优化与改进,"['Spring', 'MVC', 'Spring MVC', '控制器', 'Servlet', '单元测试']"
基于J2EE胜利油田财务办公自动化系统的设计与实现,"['协同办公', '数据交换', 'J2EE', 'MVC']"
基于Spring框架的定时数据采集关键技术研究,"['信息系统', 'Spring框架', 'Quartz', '数据采集']"
基于S2SH框架构建Java EE Web应用系统,"['Struts2', 'Hibernate', 'Spring', 'Java EE']"
基于MVC模式的SSH开发技术,"['MVC模式', 'Struts', 'Spring', 'Hibernate']"
重庆大学网络教育教学平台设计及其实现,"['网络教育', '教学平台', 'SSH', 'WebEQ']"
基于KML的CDMA网络综合信息展示系统研究与实现,"['地理信息系统', 'CDMA', 'KML']"
基于SSH框架的人力资源管理系统的设计与实现,"['Struts', 'Spring', 'Hibernate', '人力资源管理']"
基于Java EE的数字化医院门诊信息系统的设计与实现,"['体系结构', 'Java EE', '医院信息系统', '门诊信息系统', '需求分析', '业务功能']"
学院任务管理系统的设计与实现,"['任务管理系统', 'NEO', 'B/S', '数据库']"
基于JBPM的工作流系统开发与设计,"['工作流', '工作流管理系统', 'J2EE', 'JBPM']"
基于Spring和AOP的数据库认证日志的设计与实现,"['Spring', 'AOP', '数据库认证', '日志管理']"
基于J2EE的辽油通信小灵通服务下载系统的设计与实现,"['WEB技术', 'J2EE', 'Struts2', 'Spring', 'Hibernate']"
基于J2EE的WebGIS数字化校园研究及应用以西南大学为例,"['J2EE', 'WebGIS', 'SSH框架', 'ArcSDE', 'ArcGIS Server9.3']"
基于SSH架构的信息交流平台系统开发,"['MVC', 'Struts', 'Spring', 'Hibernate']"
Spring框架在图形用户界面中的应用,"['界面生成', 'Spring框架', '依赖注入']"
基于RIA技术的健康服务系统开发实现,"['RIA技术', 'Flex框架', 'J2EE平台', '健康服务']"
基于Web Service的进销存系统的设计与实现,"['进销存系统', 'Web Services', '系统分析', '设计']"
基于SSH框架的健康生活平台的构建,"['J2EE', 'Struts2', 'Spring', 'Hibernate', '生活', '健康']"
基于Struts2和Spring框架的Web整合开发研究,"['Struts2', 'Spring', 'MVC', '整合开发']"
自动化测试在SOA中间件开发中的应用,"['SOA', 'Spring', 'MVC', '自动化测试', '测试用例']"
知识管理系统的研究与设计,"['知识', '知识管理系统', '工作流技术', 'RDBAC']"
基于SSH构架的数字化学籍管理平台设计与实现,"['数字化学籍', 'Struts', 'Hibernate', 'Spring', 'Ajax']"
基于SSH开源框架的远程教育系统的设计与实现,"['远程教育', 'Struts', 'Spring', 'Hibernate']"
轻量级安全Web架构的研究与应用,"['轻量级', '安全架构', 'BLP-RBAC模型', 'T-O-RBAC模型']"
基于Spring框架的Wiki系统的设计与实现,"['框架', 'Spring', 'DWR', 'iBATIS']"
基于SaaS平台的自助建站系统的设计与实现,"['自助建站', 'SaaS', 'MVC', 'SSH']"
电子传真系统的子系统模块的设计与实现,"['J2EE', 'Spring', 'JTester', '子系统']"
网络教学平台的设计与实现,"['网络教学平台', 'Spring框架', '备课系统', '作业系统', '短消息系统']"
基于BS架构的WL学院教材管理信息系统的分析与设计,"['B/S', '教材管理', 'J2EE', 'UML']"
非现场监管分析系统设计与实现,"['非现场监管分析系统', '柔性', '组件', 'Struts2', 'Spring', 'Hibernate']"
基于SSH的高校教师教学质量评价系统的研究与实现,"['轻量级框架', 'Struts', 'Spring', 'Hibernate', '教学评价']"
基于Spring框架的IOC模式的设计和实现,"['IOC', 'Spring', '设值注入']"
集成Spring和Aglets的远程数据库访问技术,"['Spring', '移动代理', 'Aglets平台', '数据库']"
基于J2EE轻量级框架的档案管理系统的设计与实现以兰州大学网络教育学院档案管理系统为例,"['J2EE', '轻量级', 'Struts框架', 'Spring框架', 'Hibernate框架']"
基于Flex和J2EE架构的数据发布系统的设计与实现,"['RIA', '数据发布', 'Flex', 'Spring框架', 'Hibernate框架']"
基于Spring MVC和Hibernate集成的Portlet开发构架研究,"['门户系统', '开发构架', 'JSR168', 'MVC', 'Portal', 'Hibernate', 'Spring']"
基于多层架构的油田物资管理系统设计与实现,"['ExtJS框架', 'Struts框架', 'Spring框架', 'Hibernate框架', '多层架构', '物资管理系统']"
基于Web图书推荐系统设计,"['Struts2', 'Hibernate', 'Spring', '图书推荐']"
Flex技术在网络拓扑管理系统中的集成应用与研究,"['Flex', '富互联网应用', 'J2EE', '网络拓扑']"
基于J2EE的成本管理系统的设计与实现,"['成本管理系统', 'J2EE', 'Struts', 'Spring', 'Hibernate']"
Flex在黄河水库调度运行信息平台中的应用,"['水库平台', 'Spring框架', 'Flex']"
基于J2EE在线学习平台的设计与实现,"['在线学习平台', 'SSI框架', 'RBAC', '系统优化']"
科技项目管理平台核心模块的设计与实现,"['JAVA', '管理平台POI', 'JavaMail', 'JFreeChart']"
行政单位档案管理系统的设计与实现,"['电子档案', '框架', '管理', '系统设计']"
浅谈Spring框架下Acegi安全架构的应用,"['Acegi', 'IoC', 'Spring']"
一种基于Spring的轻量级面向服务组件框架,"['面向服务组件', '软件框架', '组件模型', 'Spring框架']"
基于ExtJS的物资管理系统的设计与实现,"['ExtJS', 'Spring框架', 'Hibernate框架', 'Anotation', 'MVC设计模式']"
AOP及其在房产管理系统开发中的应用研究,"['面向方面编程', 'Spring AOP', '房产管理系统']"
基于J2EE的高校毕业生就业信息管理系统的开发,"['高校毕业生就业信息管理系统', 'J2EE', 'Struts', 'Spring', 'Hibernate', '过滤器']"
基于Struts2框架的安全教育管理信息系统研究,"['安全管理信息系统', 'Struts2框架', '信息检索', '专业搜索引擎']"
基于J2EE的出国境管理系统设计与实现,"['Java2平台企业版', '出国(境)管理', '框架', 'SSH', '依赖注入']"
档案管理系统的设计与实现,"['档案管理', 'J2EE', 'TopLink', '数字水印']"
基于J2EE的站群管理平台的设计与实现,"['网站群', 'J2EE', 'Web Service', '全文检索', 'RBAC', '统一认证']"
基于SSH框架的高职院校质量管理系统的设计与实现,"['JavaEE', 'SSH', '网络负载平衡', '异常控制', '质量管理']"
基于S2SH架构的教学资源管理平台研究,"['struts', 'spring', 'hibernate', '教学资源管理']"
基于SSH架构内容管理系统的设计与实现,"['内容管理', 'SSH', '中件间', 'MVC框架', '网站开发']"
基于轻量级框架的直放站管理系统设计与实现,"['直放站', 'J2EE', '管理系统']"
基于J2EE技术开发ERP财务核算管理系统,"['J2EE技术', 'ERP', '财务核算管理系统']"
基于StrutsSpring选课系统研究,"['计算机选课系统', 'Struts', 'Spring']"
公安民警教育训练综合信息管理系统的设计与实现,"['公安', '教育训练', '信息化', 'JSP']"
基于J2EE架构的SSH框架研究及其在HRMS中的应用,"['人力资源管理系统', 'SSH框架', 'J2EE架构', 'MVC模式']"
基于FLEX和J2EE多层架构的Web开发框架研究,"['Flex', 'Spring框架', 'Hibernate框架']"
物流融资平台仓单质押系统的JavaEE框架设计,"['物流融资', '仓单质押系统', 'JavaEE', '轻量级框架']"
本科教学水平评估管理系统的设计与实现,"['本科评估', '管理信息系统', 'Java EE', 'SSH']"
基于Web的高校科研管理系统的设计与实现,"['科研管理', 'Web', 'MVC设计模式', 'SSH']"
面向Spring框架的模型转换技术研究,"['MDA', '模型转换', 'Spring', 'UML Profile']"
基于Struts2Spring框架的网上课程答疑系统实现,"['课程答疑', 'Struts2', 'Spring', '多重继承', '控制反转']"
基于FLEX的RIA Web开发框架的特点与性能分析,"['RIA', 'Flex', 'Spring框架', 'Hibernate框架']"
基于FSSH框架的研究与应用,"['FSSH', '轻量级', '框架']"
基于NEO框架的教学文档管理平台的设计与实现,"['NEO', '框架', '轻量级']"
在线考试系统的设计与实现,"['在线考试', '信息管理', 'MySQL', 'Struts', 'Spring', 'Hibernate']"
基于J2EE平台的高校学生工作管理系统的设计与实现,"['学生管理系统', '用例分析', '三层结构']"
基于J2EE架构的城建局办公系统的设计与实现,"['办公自动化', 'Struts', 'Spring', 'Hibernate', 'Ofbiz工作流引擎']"
无纸化考试考务管理系统设计与实现,"['考务管理', '考试冲突检测', 'B/S模式', 'MVC', 'J2EE']"
基于SSH框架的Web应用系统开发研究,"['Web应用程序', 'Struts框架', 'Spring框架', 'Hibernate框架']"
基于AOP技术的统一身份验证模式的探讨与实现,"['身份验证', 'AOP', '编译', 'xml']"
基于SSI的物业管理系统的设计与实现,"['J2EE', 'Struts', 'Ibatis', 'Spring']"
J2EE技术实现城市本地公众信息平台,"['J2EE', '框架技术', '公众信息服务', '电子政务']"
J2EE软件开发框架技术探讨,"['框架', 'Struts', 'Hibernate', 'Spring', 'J2EE']"
基于SSH架构的社区卫生管理信息系统的研究与实现,"['J2EE', 'SSH', '架构', '社区卫生']"
网上打印电子缴款凭证系统的设计与实现,"['网上打印', '服务', '设计与实现', 'J2EE']"
软件开发中SSH框架技术研究与应用,"['框架技术', 'SSH框架', '可复用']"
基于J2EE架构的SSH框架研究及应用,"['J2EE', '轻量级', 'Struts', 'Hibernate', 'Spring']"
基于J2EE的JCup框架集成与应用,"['JCup开发框架', '及时验证', '事件编程', '任务动态调度', '邮件模板技术']"
基于Spring框架的应用设计,"['软件架构', '可维护性', '事务管理']"
基于J2EE的供电所标准化作业的研究与实现,"['供电所标准化作业', 'J2EE', 'Spring', 'Struts', 'Hibernate', '权限管理']"
基于轻量级J2EE框架的Web应用研究与实现,"['Struts', 'Hibernate', 'Spring', 'Webinar', '框架']"
基于J2EE的法律事务管理系统的设计与实现,"['J2EE', 'MVC', '法律事务', '合同管理']"
